,Number_of_Children,Number_of_Children_Spouse,Sex,Age,Age_at_Marriage,Age_of_Spouse,Age_at_Marriage_Spouse,Age_Difference,Number_of_Roles,Spouse_is_Celebrity,Distance,Divorced
1786,2.0,,0,35.0,25.0,,,,1,0,,0
1787,,,0,53.0,23.0,,,,1,0,,1
1788,1.0,,0,76.0,25.0,,,,1,0,,1
1789,1.0,,0,33.0,27.0,,,,1,0,,0
1790,1.0,1.0,0,,,53.0,29.0,,2,1,44.16489700120443,0
1791,,,0,85.0,17.0,,,,1,0,,0
1792,,4.0,0,89.0,66.0,62.0,59.0,7.0,3,0,13720.088520625688,0
1793,,,0,96.0,65.0,,,,2,0,,0
1794,2.0,,0,54.0,28.0,,,,1,0,,1
1795,1.0,,0,,,,,,1,0,,1
1796,2.0,,0,68.0,30.0,,,,1,0,,1
1797,,,0,35.0,33.0,,,,4,0,,0
1798,3.0,,0,79.0,23.0,,,,1,0,,0
1799,1.0,,0,78.0,26.0,,,,2,0,,1
1800,2.0,,0,,,,,,1,0,,0
1801,,,0,,,,,,3,0,,0
1802,1.0,,0,85.0,23.0,55.0,32.0,9.0,1,0,,0
1803,2.0,,0,,,,,,1,0,,0
1804,,,0,74.0,23.0,,,,1,0,,0
1805,,,0,64.0,28.0,,,,1,0,,0
1806,2.0,3.0,0,80.0,20.0,,,,1,0,,1
1807,,,0,97.0,23.0,,,,2,0,,1
1808,,,0,47.0,27.0,,,,3,0,,1
1809,1.0,1.0,0,34.0,30.0,38.0,34.0,4.0,1,0,14415.88131348436,0
1810,2.0,,0,70.0,28.0,,,,3,0,,0
1811,3.0,,0,53.0,33.0,,,,1,0,,1
1812,,,0,82.0,22.0,83.0,23.0,1.0,1,0,653.5379416831262,0
1813,,,0,,,,,,1,0,,0
1814,,,0,38.0,30.0,,,,3,0,,0
1815,2.0,,0,53.0,32.0,,,,1,0,,0
1816,,,0,67.0,35.0,,,,1,0,,1
1817,6.0,,0,53.0,26.0,,,,1,0,,1
1818,,,0,44.0,29.0,,,,1,0,,0
1819,1.0,,0,46.0,37.0,,,,1,0,,0
1820,2.0,,0,51.0,32.0,,,,1,0,,0
1821,2.0,,0,41.0,31.0,,,,1,0,,1
1822,3.0,,0,,,,,,1,0,,0
1823,3.0,4.0,0,39.0,22.0,44.0,27.0,5.0,1,1,1927.390358555595,1
1824,,,0,39.0,23.0,,,,2,0,,0
1825,,,0,,,43.0,35.0,,1,0,4239.374500435961,0
1826,2.0,2.0,0,60.0,27.0,58.0,25.0,2.0,1,0,98.63647880829431,0
1827,,,0,44.0,28.0,53.0,37.0,9.0,2,0,609.0533750088659,1
1828,2.0,,0,50.0,40.0,52.0,42.0,2.0,1,0,,0
1829,2.0,,0,51.0,23.0,,,,1,0,,1
1830,3.0,,0,60.0,38.0,,,,1,0,,0
1831,1.0,,0,60.0,25.0,,,,1,0,,1
1832,,,0,,,,,,1,0,,0
1833,3.0,,0,61.0,25.0,,,,1,0,,1
1834,2.0,,0,74.0,31.0,,,,2,0,,1
1835,,,0,67.0,28.0,,,,1,0,,0
1836,,,0,66.0,53.0,,,,1,0,,0
1837,2.0,,0,75.0,22.0,,,,1,0,,1
1838,,,0,54.0,23.0,,,,1,0,,1
1839,1.0,,0,57.0,37.0,,,,1,0,,0
1840,1.0,,0,41.0,34.0,,,,1,0,,1
1841,3.0,,0,43.0,32.0,51.0,40.0,8.0,1,0,993.631974293802,0
1842,,,0,42.0,29.0,,,,1,0,,0
1843,1.0,,0,67.0,32.0,,,,1,0,,1
1844,1.0,4.0,0,55.0,34.0,59.0,38.0,4.0,1,0,274.91828442195583,1
1845,2.0,,0,59.0,30.0,,,,1,0,,0
1846,2.0,3.0,0,59.0,26.0,65.0,32.0,6.0,1,0,5392.08016448239,0
1847,,,0,,,,,,1,0,,0
1848,2.0,,0,89.0,20.0,,,,1,0,,0
1849,2.0,,0,49.0,21.0,,,,1,0,,1
1850,,,0,52.0,38.0,,,,1,0,,0
1851,1.0,,0,,,,,,1,0,,0
1852,,,0,78.0,41.0,,,,1,0,,0
1853,,,0,85.0,,,,,1,0,,1
1854,,,0,39.0,32.0,,,,1,0,,0
1855,5.0,5.0,0,87.0,29.0,78.0,25.0,4.0,1,0,1342.9811417833434,0
1856,,3.0,0,78.0,25.0,87.0,37.0,12.0,1,0,1143.7278138255758,1
1857,,,0,62.0,38.0,,,,3,0,,0
1858,3.0,,0,92.0,22.0,,,,1,0,,0
1859,,,0,,,52.0,36.0,,1,0,30.50422628836117,0
1860,,,0,63.0,28.0,,,,1,0,,0
1861,,,0,76.0,25.0,,,,1,0,,1
1862,,,0,79.0,23.0,,,,1,0,,1
1863,,,0,90.0,25.0,50.0,29.0,4.0,1,0,840.2562778955695,1
1864,2.0,,0,50.0,29.0,,,,1,0,,0
1865,2.0,,0,60.0,33.0,,,,1,0,,0
1866,2.0,,0,54.0,36.0,,,,1,0,,0
1867,,4.0,0,54.0,33.0,69.0,48.0,15.0,1,0,,0
1868,3.0,,0,45.0,27.0,,,,1,0,,0
1869,,,0,77.0,24.0,,,,3,0,,0
1870,4.0,,0,79.0,21.0,,,,3,0,,0
1871,1.0,4.0,0,48.0,35.0,58.0,45.0,10.0,1,1,321.5772400796395,0
1872,2.0,,0,54.0,26.0,,,,3,0,,1
1873,1.0,,0,59.0,35.0,,,,1,0,,1
1874,3.0,,0,98.0,22.0,,,,4,0,,0
1875,,,0,57.0,28.0,,,,1,0,,0
1876,1.0,,0,,,,,,1,0,,1
1877,,,0,54.0,21.0,,,,2,0,,1
1878,3.0,,0,80.0,26.0,,,,1,0,,0
1879,,,0,49.0,19.0,,,,1,0,,0
1880,1.0,,0,92.0,31.0,71.0,25.0,6.0,3,0,0.0,0
1881,3.0,,0,,,,,,3,0,,0
1882,2.0,,0,71.0,24.0,,,,1,0,,0
1883,1.0,,0,42.0,,,,,1,0,,1
1884,,,0,52.0,39.0,,,,1,0,,1
1885,,,0,37.0,33.0,,,,1,0,,0
1886,1.0,,0,46.0,29.0,,,,1,0,,0
1887,1.0,1.0,0,69.0,28.0,68.0,27.0,1.0,1,0,113.638327616496,0
1888,,,0,68.0,30.0,,,,1,0,,0
1889,1.0,,0,46.0,40.0,,,,1,0,,0
1890,,,0,74.0,20.0,,,,3,0,,1
1891,,,0,76.0,26.0,,,,1,0,,0
1892,1.0,,0,48.0,18.0,,,,1,0,,0
1893,2.0,,0,60.0,18.0,,,,1,0,,1
1894,1.0,,0,53.0,28.0,,,,1,0,,1
1895,3.0,,0,44.0,24.0,,,,1,0,,0
1896,,,0,56.0,35.0,,,,2,0,,0
1897,2.0,2.0,0,53.0,33.0,55.0,35.0,2.0,1,0,175.06034373727775,0
1898,4.0,,0,61.0,26.0,,,,1,0,,0
1899,1.0,,0,51.0,32.0,,,,1,0,,0
1900,,2.0,0,62.0,34.0,62.0,34.0,0.0,2,0,580.5778341465497,0
1901,2.0,,0,45.0,31.0,,,,1,0,,0
1902,2.0,,0,47.0,38.0,74.0,65.0,27.0,1,0,344.501733057187,0
1903,2.0,,0,47.0,32.0,,,,1,0,,0
1904,,,0,64.0,46.0,,,,3,0,,0
1905,,,0,40.0,27.0,,,,1,0,,0
1906,3.0,,0,42.0,31.0,37.0,26.0,5.0,1,0,160.44874635946354,0
1907,2.0,,0,51.0,38.0,52.0,39.0,1.0,1,0,,0
1908,,,0,69.0,46.0,81.0,57.0,11.0,1,0,159.5415712106645,1
1909,,3.0,0,78.0,36.0,72.0,30.0,6.0,1,0,415.1781774336389,0
1910,2.0,,0,38.0,33.0,,,,1,0,,0
1911,1.0,1.0,0,56.0,32.0,39.0,36.0,4.0,1,0,5900.474544808362,0
1912,1.0,,0,38.0,34.0,,,,1,0,,0
1913,,,0,70.0,52.0,,,,1,0,,0
1914,2.0,,0,75.0,28.0,,,,3,0,,1
1915,2.0,2.0,0,45.0,30.0,48.0,33.0,3.0,3,0,485.4209798775621,0
1916,3.0,,0,58.0,24.0,,,,1,0,,1
1917,3.0,,0,96.0,19.0,,,,1,0,,1
1918,1.0,,0,75.0,,,,,1,0,,1
1919,,,0,46.0,28.0,,,,1,0,,1
1920,,,0,38.0,26.0,,,,1,0,,0
1921,,,0,56.0,42.0,,,,3,0,,0
1922,2.0,,0,67.0,21.0,,,,1,0,,0
1923,,,0,59.0,43.0,,,,1,0,,0
1924,,,0,,,,,,2,0,,0
1925,,,0,60.0,49.0,,,,3,0,,0
1926,1.0,,0,46.0,20.0,,,,1,0,,0
1927,1.0,,0,34.0,27.0,,,,1,0,,0
1928,1.0,,0,47.0,,,,,3,0,,1
1929,2.0,2.0,0,,,68.0,33.0,,1,0,,1
1930,1.0,,0,37.0,26.0,,,,1,0,,0
1931,,,0,52.0,36.0,,,,1,0,,1
1932,1.0,,0,41.0,30.0,,,,1,0,,0
1933,,,0,44.0,29.0,,,,1,0,,1
1934,2.0,,0,59.0,45.0,,,,1,0,,0
1935,1.0,,0,42.0,37.0,,,,1,0,,0
1936,,,0,86.0,15.0,,,,1,0,,1
1937,3.0,,0,59.0,31.0,,,,1,0,,0
1938,2.0,,0,63.0,27.0,,,,1,0,,1
1939,2.0,3.0,0,60.0,28.0,93.0,60.0,32.0,1,1,1105.2793878883251,0
1940,,,0,73.0,21.0,,,,1,0,,1
1941,,,0,46.0,39.0,,,,1,0,,0
1942,3.0,,0,66.0,29.0,,,,1,0,,1
1943,3.0,,0,53.0,21.0,,,,1,0,,0
1944,,,0,33.0,31.0,,,,1,0,,0
1945,,,0,47.0,33.0,,,,1,0,,1
1946,3.0,,0,75.0,18.0,,,,1,0,,1
1947,,,0,36.0,32.0,,,,1,0,,0
1948,,,0,42.0,31.0,,,,1,0,,0
1949,1.0,,0,54.0,20.0,,,,2,0,,1
1950,2.0,,0,,,,,,4,0,,1
1951,3.0,,0,50.0,20.0,,,,1,0,,1
1952,,,0,69.0,25.0,,,,1,0,,0
1953,2.0,,0,45.0,40.0,,,,1,0,,0
1954,2.0,,0,59.0,28.0,,,,3,0,,0
1955,2.0,,0,90.0,20.0,,,,1,0,,1
1956,4.0,,0,46.0,37.0,,,,1,0,,0
1957,1.0,,0,48.0,23.0,,,,1,0,,1
1958,,,0,39.0,23.0,,,,1,0,,1
1959,4.0,5.0,0,43.0,32.0,57.0,46.0,14.0,1,1,1195.801740593691,0
1960,,5.0,0,51.0,19.0,94.0,25.0,6.0,1,0,1472.153056032951,1
1961,,,0,44.0,34.0,,,,3,0,,0
1962,,,0,45.0,27.0,,,,1,0,,0
1963,2.0,,0,59.0,32.0,,,,1,0,,1
1964,,,0,82.0,23.0,,,,1,0,,0
1965,2.0,,0,39.0,32.0,,,,1,0,,1
1966,,,0,54.0,28.0,,,,1,0,,1
1967,2.0,,0,45.0,31.0,,,,1,0,,0
1968,1.0,1.0,0,48.0,42.0,48.0,42.0,0.0,1,1,10123.121031469089,0
1969,,,0,55.0,25.0,,,,1,0,,1
1970,,,0,64.0,29.0,,,,1,0,,0
1971,,,0,60.0,27.0,,,,3,0,,1
1972,,,0,80.0,24.0,,,,1,0,,1
1973,,,0,84.0,23.0,,,,3,0,,1
1974,3.0,,0,70.0,40.0,,,,1,0,,0
1975,2.0,,0,63.0,26.0,,,,1,0,,0
1976,3.0,,0,51.0,,,,,1,0,,1
1977,,,0,85.0,28.0,,,,1,0,,0
1978,,,0,55.0,26.0,,,,1,0,,0
1979,2.0,,0,32.0,23.0,,,,2,0,,0
1980,2.0,,0,48.0,27.0,,,,3,0,,0
1981,,,0,70.0,48.0,,,,1,0,,1
1982,1.0,,0,54.0,35.0,,,,1,0,,0
1983,1.0,,0,49.0,43.0,,,,1,0,,0
1984,2.0,,0,79.0,25.0,,,,1,0,,1
1985,,,0,,,,,,1,0,,0
1986,3.0,,0,71.0,22.0,,,,1,0,,0
1987,,,0,53.0,25.0,,,,1,0,,1
1988,,,0,50.0,33.0,45.0,28.0,5.0,1,0,,0
1989,,,0,,,,,,1,0,,0
1990,5.0,,0,36.0,23.0,,,,1,0,,0
1991,,,0,39.0,32.0,,,,1,0,,1
1992,,,0,54.0,33.0,,,,1,0,,0
1993,,,0,40.0,34.0,,,,3,0,,0
1994,3.0,,0,40.0,18.0,,,,1,0,,1
1995,4.0,,1,71.0,,,,,1,0,,1
1996,2.0,,1,38.0,29.0,,,,1,0,,0
1997,2.0,,1,48.0,30.0,,,,1,0,,0
1998,,,1,66.0,31.0,,,,1,0,,0
1999,,,1,81.0,29.0,,,,1,0,,0
2000,,,1,79.0,51.0,86.0,43.0,8.0,1,0,6741.82903999394,1
2001,6.0,,1,60.0,30.0,,,,1,0,,0
2002,2.0,,1,76.0,,,,,1,0,,1
2003,3.0,,1,67.0,19.0,,,,1,0,,0
2004,,,1,55.0,24.0,,,,1,0,,1
2005,2.0,,1,71.0,27.0,,,,1,0,,0
2006,3.0,,1,94.0,29.0,,,,1,0,,1
2007,,,1,51.0,42.0,,,,1,0,,0
2008,1.0,1.0,1,56.0,33.0,54.0,31.0,2.0,1,0,,0
2009,,,1,59.0,39.0,,,,1,0,,1
2010,3.0,,1,88.0,27.0,,,,1,0,,0
2011,,,1,41.0,25.0,,,,1,0,,0
2012,,,1,80.0,45.0,,,,1,0,,0
2013,,3.0,1,78.0,45.0,103.0,33.0,12.0,1,0,1507.0133012307856,0
2014,1.0,1.0,1,79.0,31.0,38.0,28.0,3.0,2,0,,1
2015,1.0,,1,73.0,22.0,,,,1,0,,0
2016,3.0,,1,90.0,23.0,,,,1,0,,1
2017,2.0,,1,57.0,35.0,,,,1,0,,0
2018,3.0,,1,77.0,45.0,,,,1,0,,0
2019,,,1,38.0,34.0,,,,1,0,,0
2020,,,1,36.0,28.0,36.0,28.0,0.0,1,0,48.83418152335508,1
2021,2.0,,1,79.0,24.0,,,,1,0,,1
2022,,,1,51.0,40.0,,,,1,0,,0
2023,3.0,,1,88.0,28.0,,,,1,0,,0
2024,,3.0,1,50.0,35.0,69.0,29.0,6.0,1,0,1144.293950028263,1
2025,,,1,37.0,21.0,,,,1,0,,0
2026,4.0,,1,91.0,21.0,,,,1,0,,0
2027,,2.0,1,75.0,42.0,70.0,37.0,5.0,1,1,3254.81737345736,1
2028,,,1,65.0,23.0,,,,1,0,,1
2029,,,1,74.0,28.0,,,,1,0,,0
2030,4.0,,1,83.0,26.0,,,,1,0,,1
2031,3.0,,1,83.0,22.0,,,,1,0,,0
2032,,,1,62.0,56.0,,,,2,0,,0
2033,1.0,,1,80.0,20.0,35.0,20.0,0.0,2,0,5560.540076973599,1
2034,2.0,,1,66.0,25.0,,,,1,0,,0
2035,3.0,,1,87.0,24.0,,,,2,0,,0
2036,1.0,,1,56.0,33.0,,,,1,0,,0
2037,2.0,,1,63.0,23.0,,,,1,0,,1
2038,4.0,,1,54.0,22.0,,,,1,0,,0
2039,3.0,,1,80.0,27.0,,,,1,0,,1
2040,3.0,,1,65.0,25.0,,,,1,0,,0
2041,3.0,,1,94.0,28.0,,,,1,0,,0
2042,1.0,,1,81.0,24.0,,,,1,0,,0
2043,3.0,3.0,1,75.0,38.0,70.0,33.0,5.0,1,0,207.4088404237342,0
2044,,,1,68.0,29.0,59.0,26.0,3.0,1,0,1255.855501318332,0
2045,,,1,42.0,31.0,,,,1,0,,0
2046,,,1,70.0,29.0,,,,1,0,,0
2047,2.0,,1,96.0,26.0,,,,1,0,,1
2048,,,1,57.0,48.0,,,,1,0,,0
2049,,,1,71.0,25.0,,,,1,0,,0
2050,2.0,,1,71.0,31.0,,,,1,0,,1
2051,1.0,,1,51.0,41.0,,,,1,0,,0
2052,2.0,,1,68.0,33.0,,,,1,0,,1
2053,3.0,,1,93.0,24.0,,,,1,0,,0
2054,,,1,51.0,41.0,,,,1,0,,0
2055,3.0,,1,94.0,22.0,,,,1,0,,0
2056,6.0,,1,77.0,23.0,,,,1,0,,1
2057,2.0,,1,50.0,36.0,,,,2,0,,0
2058,,,1,80.0,23.0,,,,1,0,,1
2059,2.0,,1,87.0,25.0,,,,1,0,,0
2060,,,1,83.0,30.0,,,,1,0,,0
2061,5.0,,1,88.0,23.0,,,,1,0,,1
2062,4.0,,1,89.0,20.0,,,,1,0,,1
2063,1.0,,1,36.0,34.0,,,,1,0,,0
2064,7.0,7.0,1,50.0,27.0,40.0,20.0,7.0,1,0,83.26797059799547,0
2065,,,1,64.0,32.0,,,,1,0,,0
2066,2.0,,1,99.0,23.0,,,,1,0,,0
2067,,,1,72.0,25.0,,,,1,0,,1
2068,,,1,56.0,30.0,,,,1,0,,1
2069,4.0,,1,80.0,26.0,,,,1,0,,1
2070,2.0,,1,60.0,,,,,1,0,,1
2071,2.0,,1,62.0,24.0,,,,1,0,,0
2072,3.0,,1,50.0,32.0,,,,1,0,,0
2073,3.0,3.0,1,54.0,34.0,,,,1,0,,0
2074,2.0,,1,94.0,26.0,,,,1,0,,1
2075,,2.0,1,,,43.0,25.0,,1,0,7904.064459378661,1
2076,5.0,,1,92.0,25.0,,,,1,0,,1
2077,4.0,,1,76.0,22.0,,,,1,0,,0
2078,7.0,,1,86.0,22.0,,,,1,0,,0
2079,1.0,,1,74.0,28.0,,,,1,0,,0
2080,,,1,83.0,37.0,,,,1,0,,1
2081,2.0,,1,73.0,30.0,,,,1,0,,0
2082,3.0,,1,74.0,34.0,,,,1,0,,0
2083,,,1,65.0,22.0,,,,1,0,,0
2084,2.0,,1,73.0,25.0,93.0,25.0,0.0,2,1,6627.672769550339,1
2085,,,1,86.0,26.0,,,,1,0,,0
2086,3.0,,1,63.0,28.0,60.0,25.0,3.0,1,0,0.0,0
2087,5.0,,1,74.0,29.0,,,,1,0,,0
2088,3.0,,1,69.0,32.0,,,,2,0,,1
2089,,,1,77.0,22.0,,,,1,0,,0
2090,4.0,,1,85.0,23.0,,,,1,0,,1
2091,,,1,51.0,42.0,,,,1,0,,0
2092,2.0,,1,48.0,28.0,,,,1,0,,0
2093,2.0,,1,58.0,30.0,,,,1,0,21.090337453666248,0
2094,3.0,,1,58.0,28.0,,,,1,0,,0
2095,2.0,,1,87.0,33.0,,,,1,0,,0
2096,5.0,,1,48.0,25.0,,,,1,0,,0
2097,1.0,,1,72.0,44.0,,,,1,0,,0
2098,3.0,3.0,1,53.0,30.0,61.0,38.0,8.0,1,0,3944.218704122487,0
2099,2.0,,1,83.0,25.0,,,,1,0,,0
2100,2.0,,1,67.0,61.0,,,,1,0,,0
2101,2.0,,1,73.0,35.0,,,,1,0,,1
2102,2.0,,1,75.0,25.0,,,,1,0,,1
2103,3.0,,1,69.0,26.0,,,,1,0,,1
2104,3.0,,1,54.0,35.0,,,,1,0,,0
2105,,,1,59.0,40.0,,,,2,0,,0
2106,,,1,92.0,,,,,1,0,,1
2107,3.0,,1,44.0,32.0,,,,1,0,,0
2108,,,1,85.0,27.0,,,,1,0,,1
2109,2.0,,1,64.0,30.0,,,,1,0,,1
2110,1.0,1.0,1,91.0,22.0,92.0,24.0,2.0,1,0,580.8486170315642,0
2111,3.0,,1,44.0,28.0,,,,1,0,,0
2112,1.0,,1,76.0,39.0,,,,1,0,,0
2113,5.0,,1,91.0,32.0,,,,1,0,,0
2114,4.0,,1,91.0,23.0,,,,1,0,,1
2115,,,1,92.0,21.0,,,,1,0,,0
2116,3.0,,1,86.0,27.0,,,,1,0,,0
2117,,,1,57.0,50.0,83.0,48.0,2.0,2,1,2270.492220858586,0
2118,2.0,,1,64.0,23.0,,,,1,0,,0
2119,4.0,,1,62.0,24.0,,,,1,0,,1
2120,2.0,2.0,1,52.0,40.0,45.0,33.0,7.0,1,1,9089.88664282459,0
2121,4.0,,1,75.0,24.0,,,,1,0,,0
2122,,,1,67.0,35.0,,,,1,0,,0
2123,2.0,,1,80.0,,,,,1,0,,1
2124,3.0,3.0,1,81.0,38.0,77.0,34.0,4.0,1,0,1565.1780399165757,0
2125,2.0,,1,63.0,25.0,,,,1,0,,1
2126,3.0,,1,80.0,21.0,,,,1,0,,0
2127,3.0,,1,89.0,26.0,,,,1,0,,0
2128,2.0,,1,67.0,41.0,,,,1,0,,1
2129,2.0,,1,87.0,23.0,,,,1,0,,0
2130,2.0,,1,41.0,25.0,,,,1,0,,0
2131,,2.0,1,78.0,53.0,94.0,41.0,12.0,1,0,6.477500820173394,0
2132,3.0,,1,62.0,22.0,,,,1,0,,0
2133,,,1,63.0,38.0,,,,1,0,,0
2134,3.0,,1,72.0,22.0,,,,1,0,,0
2135,,,1,54.0,40.0,,,,1,0,,0
2136,,,1,55.0,49.0,,,,1,0,,0
2137,3.0,,1,90.0,22.0,,,,1,0,,1
2138,2.0,2.0,1,39.0,27.0,39.0,27.0,0.0,1,0,,0
2139,2.0,,1,,,,,,1,0,,0
2140,2.0,,1,93.0,26.0,,,,1,0,,1
2141,4.0,,1,83.0,22.0,,,,1,0,,0
2142,,,1,69.0,26.0,,,,1,0,,0
2143,,,1,63.0,20.0,,,,1,0,,1
2144,,,1,82.0,64.0,,,,1,0,,0
2145,3.0,,1,88.0,37.0,,,,1,0,,0
2146,5.0,,1,85.0,23.0,,,,1,0,,0
2147,1.0,1.0,1,79.0,34.0,82.0,36.0,2.0,2,0,2787.767694751785,0
2148,3.0,,1,66.0,25.0,,,,1,0,,1
2149,,,1,,,,,,1,0,,0
2150,3.0,,1,86.0,26.0,,,,1,0,,0
2151,3.0,,1,87.0,43.0,,,,1,0,,0
2152,2.0,,1,79.0,33.0,,,,1,0,,0
2153,,,1,59.0,30.0,,,,1,0,,1
2154,,,1,36.0,29.0,,,,1,0,,1
2155,2.0,,1,88.0,25.0,,,,1,0,,0
2156,2.0,,1,35.0,33.0,,,,1,0,,0
2157,2.0,,1,61.0,25.0,,,,2,0,,1
2158,,,1,56.0,38.0,,,,1,0,,1
2159,1.0,,1,90.0,64.0,,,,1,0,,0
2160,,,1,68.0,61.0,,,,1,0,,0
2161,,,1,55.0,42.0,,,,1,0,,0
2162,2.0,,1,77.0,31.0,,,,1,0,,0
2163,1.0,,1,81.0,27.0,,,,1,0,,0
2164,3.0,,1,78.0,35.0,,,,1,0,,0
2165,4.0,,1,90.0,53.0,90.0,46.0,7.0,1,1,495.16402555725216,1
2166,7.0,,1,82.0,21.0,,,,1,0,,1
2167,3.0,,1,93.0,24.0,,,,1,0,,1
2168,5.0,,1,84.0,18.0,,,,1,0,,1
2169,2.0,,1,36.0,26.0,,,,1,0,,0
2170,2.0,2.0,1,43.0,26.0,,,,1,0,,0
2171,,,1,56.0,25.0,,,,1,0,,1
2172,,,1,54.0,18.0,,,,1,0,,0
2173,1.0,,1,87.0,27.0,,,,1,0,,0
2174,,,1,89.0,48.0,,,,1,0,,1
2175,3.0,,1,54.0,27.0,,,,1,0,,0
2176,4.0,,1,87.0,51.0,,,,1,0,,0
2177,2.0,,1,79.0,39.0,,,,1,0,,0
2178,,,1,76.0,50.0,,,,1,0,,0
2179,4.0,2.0,1,66.0,43.0,,,,1,0,,0
2180,2.0,,1,90.0,26.0,,,,3,0,,1
2181,2.0,2.0,1,44.0,37.0,36.0,29.0,8.0,1,0,3270.953615325908,0
2182,3.0,,1,47.0,34.0,,,,1,0,,0
2183,4.0,,1,93.0,29.0,,,,1,0,,0
2184,1.0,1.0,1,57.0,27.0,88.0,25.0,2.0,1,0,869.4568526075215,0
2185,,,1,80.0,28.0,,,,1,0,,1
2186,3.0,,1,91.0,34.0,,,,1,0,,0
2187,,,1,65.0,32.0,,,,1,0,,0
2188,1.0,,1,64.0,28.0,,,,1,0,,0
2189,,,1,78.0,31.0,,,,1,0,,0
2190,,,1,55.0,29.0,54.0,28.0,1.0,1,1,0.0,1
2191,2.0,,1,44.0,30.0,,,,1,0,,1
2192,2.0,,1,65.0,26.0,,,,1,0,,0
2193,4.0,4.0,1,73.0,26.0,69.0,22.0,4.0,1,1,990.0762773741236,0
2194,2.0,,1,77.0,26.0,,,,1,0,,0
2195,2.0,,1,74.0,47.0,,,,1,0,,1
2196,3.0,,1,75.0,43.0,,,,1,0,,1
2197,5.0,,1,90.0,40.0,,,,1,0,,0
2198,2.0,,1,58.0,30.0,,,,1,0,,0
2199,,,1,74.0,24.0,,,,1,0,,0
2200,,,1,61.0,49.0,,,,1,0,,1
2201,,,1,64.0,30.0,,,,1,0,,0
2202,1.0,,1,39.0,36.0,,,,1,0,,0
2203,2.0,,1,72.0,28.0,,,,1,0,,1
2204,2.0,,1,66.0,26.0,,,,1,0,,0
2205,7.0,7.0,1,63.0,22.0,65.0,24.0,2.0,1,0,463.0268908119032,0
2206,3.0,,1,62.0,,,,,1,0,,1
2207,6.0,,1,84.0,,,,,1,0,,1
2208,1.0,,1,49.0,21.0,,,,1,0,,0
2209,4.0,,1,76.0,41.0,,,,1,0,,1
2210,3.0,,1,93.0,27.0,,,,1,0,,0
2211,,,1,57.0,51.0,,,,1,0,,1
2212,,,1,68.0,33.0,,,,1,0,,0
2213,,,1,67.0,29.0,,,,1,0,,1
2214,2.0,,1,64.0,28.0,,,,1,0,,1
2215,,,1,45.0,25.0,,,,1,0,,0
2216,3.0,,1,71.0,36.0,,,,1,0,,1
2217,2.0,,1,92.0,26.0,,,,1,0,,0
2218,7.0,,1,79.0,27.0,,,,1,0,,0
2219,2.0,,1,78.0,26.0,,,,1,0,,1
2220,,,1,65.0,22.0,,,,1,0,,0
2221,7.0,,1,68.0,23.0,,,,1,0,,1
2222,,2.0,1,33.0,29.0,51.0,31.0,2.0,1,0,860.94994840286,0
2223,,,1,71.0,42.0,,,,1,0,,0
2224,3.0,,1,65.0,29.0,,,,1,0,,0
2225,1.0,,1,85.0,30.0,,,,1,0,,0
2226,3.0,3.0,1,52.0,33.0,,,,1,1,,0
2227,5.0,,1,80.0,22.0,,,,2,0,,1
2228,3.0,,1,87.0,25.0,,,,1,0,,0
2229,,,1,80.0,23.0,76.0,23.0,0.0,1,0,1870.002720270618,0
2230,,,1,51.0,40.0,,,,1,0,,0
2231,,,1,80.0,34.0,,,,1,0,,1
2232,4.0,,1,49.0,24.0,,,,1,0,,1
2233,1.0,,1,56.0,23.0,,,,2,0,,0
2234,,,1,36.0,35.0,34.0,33.0,2.0,1,0,881.5774025128743,0
2235,,,1,81.0,26.0,,,,1,0,,1
2236,3.0,,1,73.0,29.0,,,,1,0,,0
2237,1.0,,1,91.0,67.0,,,,1,0,,0
2238,1.0,,1,85.0,37.0,,,,1,0,,0
2239,4.0,,1,99.0,39.0,,,,1,0,,0
2240,2.0,,1,57.0,41.0,,,,1,0,,0
2241,2.0,,1,86.0,30.0,,,,1,0,,0
2242,,,1,36.0,31.0,,,,1,0,,0
2243,3.0,,1,80.0,23.0,,,,1,0,,1
2244,2.0,,1,44.0,41.0,,,,1,0,,1
2245,3.0,,1,85.0,21.0,,,,1,0,,0
2246,6.0,6.0,1,60.0,35.0,79.0,23.0,12.0,1,0,456.75354200583297,1
2247,2.0,,1,84.0,40.0,80.0,36.0,4.0,1,0,327.5814620902349,0
2248,4.0,,1,87.0,27.0,,,,1,0,,1
2249,2.0,,1,60.0,30.0,,,,1,0,,1
2250,2.0,,1,89.0,27.0,,,,1,0,,1
2251,,,1,80.0,45.0,,,,1,0,,0
2252,2.0,,1,82.0,37.0,,,,1,0,,0
2253,1.0,,1,74.0,25.0,,,,1,0,,0
2254,2.0,,1,71.0,48.0,,,,1,0,,0
2255,4.0,4.0,1,73.0,28.0,66.0,22.0,6.0,1,0,220.70281815123408,0
2256,3.0,,1,47.0,26.0,,,,1,0,,0
2257,2.0,,1,88.0,28.0,,,,2,0,,0
2258,2.0,,1,87.0,25.0,,,,1,0,,0
2259,,,1,59.0,23.0,,,,1,0,,1
2260,3.0,,1,46.0,30.0,,,,1,0,,0
2261,,,1,76.0,,,,,1,0,,1
2262,1.0,,1,79.0,29.0,,,,1,0,,0
